timestamp,reward,state.STRATEGIE_EN_COURS.CYCLE.DUREE_CYCLE.value,state.STRATEGIE_EN_COURS.CYCLE.DUREE_VERT_1.value,state.ST_31003477.Q.value,state.ST_31003477.Q_LISSE.value,state.ST_31003477.T.value,state.ST_31003477.T_LISSE.value,action.STRATEGIE_EN_COURS.CONSIGNE_EN_COURS.value,next_state.STRATEGIE_EN_COURS.CYCLE.DUREE_CYCLE.value,next_state.STRATEGIE_EN_COURS.CYCLE.DUREE_VERT_1.value,next_state.ST_31003477.Q.value,next_state.ST_31003477.Q_LISSE.value,next_state.ST_31003477.T.value,next_state.ST_31003477.T_LISSE.value
"2008-04-15 17:55:00,169",0,40,10,4500,4704.0,12.0,12.0,14,40,10,4680,4644.0,19.0,19.0
"2008-04-15 17:55:40,174",0,40,10,4680,4644.0,19.0,19.0,14,40,10,5280,4812.0,19.0,19.0
"2008-04-15 17:56:20,158",0,40,10,5280,4812.0,19.0,19.0,14,40,10,4800,4908.0,12.0,12.0
"2008-04-15 17:57:00,161",0,40,10,4800,4908.0,12.0,12.0,14,40,10,5100,4968.0,13.0,13.0
"2008-04-15 17:57:40,164",0,40,10,5100,4968.0,13.0,13.0,14,40,10,5100,4992.0,14.0,14.0
"2008-04-15 17:58:20,159",0,40,10,5100,4992.0,14.0,14.0,14,40,10,4920,5112.0,13.0,13.0
"2008-04-15 17:59:00,163",0,40,10,4920,5112.0,13.0,13.0,14,40,10,4620,4908.0,11.0,11.0
"2008-04-15 17:59:40,167",0,40,10,4620,4908.0,11.0,11.0,14,40,10,5520,4992.0,14.0,14.0
"2008-04-15 18:00:20,176",0,40,10,5520,4992.0,14.0,14.0,14,40,10,4740,5064.0,11.0,11.0
"2008-04-15 18:01:00,161",0,40,10,4740,5064.0,11.0,11.0,14,40,10,4980,5040.0,11.0,11.0
"2008-04-15 18:01:40,162",0,40,10,4980,5040.0,11.0,11.0,14,40,10,5580,5112.0,19.0,19.0
"2008-04-15 18:02:20,169",0,40,10,5580,5112.0,19.0,19.0,14,40,10,5520,5508.0,28.0,28.0
"2008-04-15 18:03:00,166",0,40,10,5520,5508.0,28.0,28.0,14,40,10,5400,5544.0,24.0,24.0
"2008-04-15 18:03:40,170",1,40,10,5400,5544.0,24.0,24.0,14,40,10,5160,5352.0,19.0,19.0
"2008-04-15 18:04:20,161",1,40,10,5160,5352.0,19.0,19.0,14,40,10,5340,5220.0,22.0,22.0
"2008-04-15 18:05:00,156",1,40,10,5340,5220.0,22.0,22.0,14,40,10,4500,5016.0,26.0,26.0
"2008-04-15 18:05:40,162",1,40,10,4500,5016.0,26.0,26.0,14,40,10,3540,4368.0,34.0,34.0
"2008-04-15 18:06:20,165",1,40,10,3540,4368.0,34.0,34.0,14,40,10,4680,4008.0,24.0,24.0
"2008-04-15 18:07:00,176",1,40,10,4680,4008.0,24.0,24.0,14,40,10,5160,4488.0,21.0,21.0
"2008-04-15 18:07:40,158",1,40,10,5160,4488.0,21.0,21.0,14,40,10,4800,4968.0,29.0,29.0
"2008-04-15 18:08:20,163",1,40,10,4800,4968.0,29.0,29.0,14,40,10,3660,4572.0,33.0,33.0
"2008-04-15 18:09:00,162",1,40,10,3660,4572.0,33.0,33.0,14,40,10,3840,3972.0,26.0,26.0
"2008-04-15 18:09:40,155",1,40,10,3840,3972.0,26.0,26.0,14,40,10,4380,3924.0,25.0,25.0
"2008-04-15 18:10:20,161",1,40,10,4380,3924.0,25.0,25.0,14,40,10,5100,4452.0,22.0,22.0
"2008-04-15 18:11:00,166",1,40,10,5100,4452.0,22.0,22.0,14,40,10,5280,4884.0,22.0,22.0
"2008-04-15 18:11:40,172",1,40,10,5280,4884.0,22.0,22.0,14,40,10,5460,5184.0,24.0,24.0
"2008-04-15 18:12:20,164",1,40,10,5460,5184.0,24.0,24.0,14,40,10,4140,4968.0,31.0,31.0
"2008-04-15 18:13:00,162",1,40,10,4140,4968.0,31.0,31.0,14,40,10,3420,4260.0,31.0,31.0
"2008-04-15 18:13:40,168",1,40,10,3420,4260.0,31.0,31.0,14,40,10,3060,3492.0,48.0,48.0
"2008-04-15 18:14:20,164",1,40,10,3060,3492.0,48.0,48.0,14,40,10,3840,3408.0,37.0,37.0
"2008-04-15 18:15:00,159",1,40,10,3840,3408.0,37.0,37.0,14,40,10,4980,4008.0,23.0,23.0
"2008-04-15 18:15:40,163",1,40,10,4980,4008.0,23.0,23.0,14,40,10,5040,4728.0,29.0,29.0
"2008-04-15 18:16:20,160",1,40,10,5040,4728.0,29.0,29.0,14,40,10,4980,5004.0,29.0,29.0
"2008-04-15 18:17:00,161",1,40,10,4980,5004.0,29.0,29.0,14,40,10,4500,4848.0,33.0,33.0
"2008-04-15 18:17:40,167",1,40,10,4500,4848.0,33.0,33.0,14,40,10,4740,4692.0,31.0,31.0
"2008-04-15 18:18:20,171",1,40,10,4740,4692.0,31.0,31.0,14,40,10,5160,4776.0,27.0,27.0
"2008-04-15 18:19:00,158",1,40,10,5160,4776.0,27.0,27.0,14,40,10,5520,5196.0,29.0,29.0
"2008-04-15 18:19:40,164",1,40,10,5520,5196.0,29.0,29.0,14,40,10,3960,4968.0,38.0,38.0
"2008-04-15 18:20:20,170",1,40,10,3960,4968.0,38.0,38.0,14,40,10,4200,4392.0,32.0,32.0
"2008-04-15 18:21:00,164",1,40,10,4200,4392.0,32.0,32.0,14,40,10,3360,3768.0,40.0,40.0
"2008-04-15 18:21:40,160",1,40,10,3360,3768.0,40.0,40.0,14,40,10,4560,3900.0,30.0,30.0
"2008-04-15 18:22:20,165",1,40,10,4560,3900.0,30.0,30.0,14,40,10,4800,4308.0,18.0,18.0
"2008-04-15 18:23:00,171",1,40,10,4800,4308.0,18.0,18.0,14,40,10,4620,4788.0,24.0,24.0
"2008-04-15 18:23:40,165",1,40,10,4620,4788.0,24.0,24.0,14,40,10,4860,4812.0,24.0,24.0
"2008-04-15 18:24:20,169",1,40,10,4860,4812.0,24.0,24.0,14,40,10,5760,5112.0,19.0,19.0
"2008-04-15 18:25:00,166",1,40,10,5760,5112.0,19.0,19.0,14,40,10,5880,5592.0,17.0,17.0
"2008-04-15 18:25:40,157",1,40,10,5880,5592.0,17.0,17.0,14,40,10,4800,5580.0,15.0,15.0
"2008-04-15 18:26:20,159",0,40,10,4800,5580.0,15.0,15.0,14,40,10,4800,5112.0,26.0,26.0
"2008-04-15 18:27:00,164",0,40,10,4800,5112.0,26.0,26.0,14,40,10,4980,4848.0,36.0,36.0
"2008-04-15 18:27:40,160",0,40,10,4980,4848.0,36.0,36.0,14,40,10,4260,4752.0,36.0,36.0
"2008-04-15 18:28:20,165",1,40,10,4260,4752.0,36.0,36.0,14,40,10,4560,4548.0,32.0,32.0
"2008-04-15 18:29:00,170",1,40,10,4560,4548.0,32.0,32.0,14,40,10,5340,4680.0,23.0,23.0
"2008-04-15 18:29:40,170",1,40,10,5340,4680.0,23.0,23.0,14,40,10,4800,4968.0,33.0,33.0
"2008-04-15 18:30:20,164",1,40,10,4800,4968.0,33.0,33.0,14,40,10,4380,4788.0,31.0,31.0
"2008-04-15 18:31:00,168",1,40,10,4380,4788.0,31.0,31.0,14,40,10,5520,4812.0,24.0,24.0
"2008-04-15 18:31:40,171",1,40,10,5520,4812.0,24.0,24.0,14,40,10,5400,5232.0,21.0,21.0
"2008-04-15 18:32:20,166",1,40,10,5400,5232.0,21.0,21.0,14,40,10,5220,5448.0,21.0,21.0
"2008-04-15 18:33:00,168",1,40,10,5220,5448.0,21.0,21.0,14,40,10,5220,5304.0,19.0,19.0
"2008-04-15 18:33:40,170",1,40,10,5220,5304.0,19.0,19.0,14,40,10,5280,5292.0,16.0,16.0
"2008-04-15 18:34:20,167",0,40,10,5280,5292.0,16.0,16.0,14,40,10,5160,5280.0,21.0,21.0
"2008-04-15 18:35:00,161",0,40,10,5160,5280.0,21.0,21.0,14,40,11,5760,5412.0,26.0,26.0
"2008-04-15 18:35:40,168",0,40,11,5760,5412.0,26.0,26.0,14,40,16,5460,5568.0,23.0,23.0
"2008-04-15 18:36:20,170",1,40,16,5460,5568.0,23.0,23.0,14,40,13,4200,5280.0,21.0,21.0
"2008-04-15 18:37:00,164",1,40,13,4200,5280.0,21.0,21.0,14,40,11,4560,4704.0,24.0,24.0
"2008-04-15 18:37:40,160",1,40,11,4560,4704.0,24.0,24.0,14,40,10,4860,4596.0,25.0,25.0
"2008-04-15 18:38:20,162",1,40,10,4860,4596.0,25.0,25.0,14,40,10,4680,4800.0,27.0,27.0
"2008-04-15 18:39:00,160",1,40,10,4680,4800.0,27.0,27.0,14,40,10,4680,4800.0,30.0,30.0
"2008-04-15 18:39:40,159",1,40,10,4680,4800.0,30.0,30.0,14,40,10,5280,4956.0,29.0,29.0
"2008-04-15 18:40:20,164",1,40,10,5280,4956.0,29.0,29.0,14,40,10,4620,5004.0,34.0,34.0
"2008-04-15 18:41:00,170",1,40,10,4620,5004.0,34.0,34.0,14,40,10,4020,4680.0,39.0,39.0
"2008-04-15 18:41:40,162",1,40,10,4020,4680.0,39.0,39.0,14,40,10,4140,4176.0,36.0,36.0
"2008-04-15 18:42:20,170",1,40,10,4140,4176.0,36.0,36.0,14,40,10,4920,4320.0,25.0,25.0
"2008-04-15 18:43:00,171",1,40,10,4920,4320.0,25.0,25.0,14,40,10,5160,4776.0,16.0,16.0
"2008-04-15 18:43:40,155",0,40,10,5160,4776.0,16.0,16.0,14,40,10,5940,5316.0,19.0,19.0
"2008-04-15 18:44:20,158",0,40,10,5940,5316.0,19.0,19.0,14,40,10,5700,5628.0,25.0,25.0
"2008-04-15 18:45:00,161",0,40,10,5700,5628.0,25.0,25.0,14,40,10,5460,5676.0,28.0,28.0
"2008-04-15 18:45:40,157",1,40,10,5460,5676.0,28.0,28.0,14,40,10,4500,5172.0,31.0,31.0
"2008-04-15 18:46:20,157",1,40,10,4500,5172.0,31.0,31.0,14,40,10,5520,5004.0,24.0,24.0
"2008-04-15 18:47:00,161",1,40,10,5520,5004.0,24.0,24.0,14,40,10,5220,5112.0,23.0,23.0
"2008-04-15 18:47:40,169",1,40,10,5220,5112.0,23.0,23.0,14,40,10,5160,5280.0,26.0,26.0
"2008-04-15 18:48:20,163",1,40,10,5160,5280.0,26.0,26.0,14,40,10,5100,5064.0,24.0,24.0
"2008-04-15 18:49:00,171",1,40,10,5100,5064.0,24.0,24.0,14,40,10,4500,4896.0,30.0,30.0
"2008-04-15 18:49:40,163",1,40,10,4500,4896.0,30.0,30.0,14,40,10,4200,4536.0,26.0,26.0
"2008-04-15 18:50:20,159",1,40,10,4200,4536.0,26.0,26.0,14,40,10,4740,4428.0,23.0,23.0
"2008-04-15 18:51:00,160",1,40,10,4740,4428.0,23.0,23.0,14,40,10,4560,4608.0,24.0,24.0
"2008-04-15 18:51:40,165",1,40,10,4560,4608.0,24.0,24.0,14,40,10,4980,4824.0,25.0,25.0
"2008-04-15 18:52:20,167",1,40,10,4980,4824.0,25.0,25.0,14,40,10,5880,5220.0,27.0,27.0
"2008-04-15 18:53:00,157",1,40,10,5880,5220.0,27.0,27.0,14,40,10,5280,5496.0,26.0,26.0
"2008-04-15 18:53:40,165",1,40,10,5280,5496.0,26.0,26.0,14,40,10,5040,5376.0,24.0,24.0
"2008-04-15 18:54:20,168",1,40,10,5040,5376.0,24.0,24.0,14,40,10,5220,5148.0,25.0,25.0
"2008-04-15 18:55:00,164",1,40,10,5220,5148.0,25.0,25.0,14,40,10,5400,5232.0,23.0,23.0
"2008-04-15 18:55:40,162",1,40,10,5400,5232.0,23.0,23.0,14,40,10,5460,5328.0,23.0,23.0
"2008-04-15 18:56:20,163",1,40,10,5460,5328.0,23.0,23.0,14,40,10,5520,5460.0,27.0,27.0
"2008-04-15 18:57:00,161",1,40,10,5520,5460.0,27.0,27.0,14,40,10,4740,5316.0,31.0,31.0
"2008-04-15 18:57:40,159",1,40,10,4740,5316.0,31.0,31.0,14,40,10,4860,4980.0,30.0,30.0
"2008-04-15 18:58:20,166",1,40,10,4860,4980.0,30.0,30.0,14,40,10,5040,4824.0,22.0,22.0
"2008-04-15 18:59:00,163",1,40,10,5040,4824.0,22.0,22.0,14,40,10,5100,4920.0,19.0,19.0
"2008-04-15 18:59:40,159",1,40,10,5100,4920.0,19.0,19.0,14,40,10,5880,5268.0,20.0,20.0
"2008-04-15 19:00:20,165",1,40,10,5880,5268.0,20.0,20.0,14,40,10,5220,5496.0,26.0,26.0
"2008-04-15 19:01:00,166",1,40,10,5220,5496.0,26.0,26.0,14,40,10,4740,5292.0,31.0,31.0
"2008-04-15 19:01:40,156",1,40,10,4740,5292.0,31.0,31.0,14,40,10,4320,4716.0,33.0,33.0
"2008-04-15 19:02:20,162",1,40,10,4320,4716.0,33.0,33.0,14,40,10,4800,4524.0,28.0,28.0
"2008-04-15 19:03:00,167",1,40,10,4800,4524.0,28.0,28.0,14,40,10,5160,4752.0,28.0,28.0
"2008-04-15 19:03:40,164",1,40,10,5160,4752.0,28.0,28.0,14,40,10,4980,5040.0,31.0,31.0
"2008-04-15 19:04:20,162",1,40,10,4980,5040.0,31.0,31.0,14,40,10,4920,5016.0,31.0,31.0
"2008-04-15 19:05:00,167",1,40,10,4920,5016.0,31.0,31.0,14,40,10,4560,4836.0,39.0,39.0
"2008-04-15 19:05:40,170",1,40,10,4560,4836.0,39.0,39.0,14,40,10,3480,4356.0,46.0,46.0
"2008-04-15 19:06:20,163",1,40,10,3480,4356.0,46.0,46.0,14,40,10,4140,3972.0,33.0,33.0
"2008-04-15 19:07:00,165",1,40,10,4140,3972.0,33.0,33.0,14,40,10,5160,4272.0,22.0,22.0
"2008-04-15 19:07:40,170",1,40,10,5160,4272.0,22.0,22.0,14,40,10,5220,4956.0,21.0,21.0
"2008-04-15 19:08:20,161",1,40,10,5220,4956.0,21.0,21.0,14,40,10,4920,5136.0,19.0,19.0
"2008-04-15 19:09:00,167",1,40,10,4920,5136.0,19.0,19.0,14,40,10,4680,4968.0,23.0,23.0
"2008-04-15 19:09:40,160",1,40,10,4680,4968.0,23.0,23.0,14,40,10,4380,4704.0,30.0,30.0
"2008-04-15 19:10:20,163",1,40,10,4380,4704.0,30.0,30.0,14,40,10,5160,4716.0,35.0,35.0
"2008-04-15 19:11:00,156",1,40,10,5160,4716.0,35.0,35.0,14,40,10,5220,4956.0,26.0,26.0
"2008-04-15 19:11:40,160",1,40,10,5220,4956.0,26.0,26.0,14,40,10,5160,5172.0,25.0,25.0
"2008-04-15 19:12:20,162",1,40,10,5160,5172.0,25.0,25.0,14,40,10,4980,5148.0,31.0,31.0
"2008-04-15 19:13:00,159",1,40,10,4980,5148.0,31.0,31.0,14,40,10,4740,4980.0,29.0,29.0
"2008-04-15 19:13:40,167",1,40,10,4740,4980.0,29.0,29.0,14,40,10,4560,4740.0,30.0,30.0
"2008-04-15 19:14:20,167",1,40,10,4560,4740.0,30.0,30.0,14,40,10,4380,4500.0,36.0,36.0
"2008-04-15 19:15:00,173",1,40,10,4380,4500.0,36.0,36.0,14,40,10,4500,4440.0,35.0,35.0
"2008-04-15 19:15:40,157",1,40,10,4500,4440.0,35.0,35.0,14,40,10,4320,4476.0,27.0,27.0
"2008-04-15 19:16:20,164",1,40,10,4320,4476.0,27.0,27.0,14,40,10,3720,4272.0,33.0,33.0
"2008-04-15 19:17:00,164",1,40,10,3720,4272.0,33.0,33.0,14,40,10,4200,4056.0,28.0,28.0
"2008-04-15 19:17:40,157",1,40,10,4200,4056.0,28.0,28.0,14,40,10,5040,4320.0,19.0,19.0
"2008-04-15 19:18:20,164",1,40,10,5040,4320.0,19.0,19.0,14,40,10,4860,4776.0,19.0,19.0
"2008-04-15 19:19:00,168",1,40,10,4860,4776.0,19.0,19.0,14,40,10,5220,5016.0,21.0,21.0
"2008-04-15 19:19:40,156",1,40,10,5220,5016.0,21.0,21.0,14,40,10,4620,4932.0,23.0,23.0
"2008-04-15 19:20:20,166",1,40,10,4620,4932.0,23.0,23.0,14,40,10,4020,4632.0,30.0,30.0
"2008-04-15 19:21:00,167",1,40,10,4020,4632.0,30.0,30.0,14,40,10,3300,3924.0,42.0,42.0
"2008-04-15 19:21:40,169",1,40,10,3300,3924.0,42.0,42.0,14,40,10,4500,3768.0,21.0,21.0
"2008-04-15 19:22:20,164",1,40,10,4500,3768.0,21.0,21.0,14,40,10,4980,4224.0,18.0,18.0
"2008-04-15 19:23:00,164",1,40,10,4980,4224.0,18.0,18.0,14,40,10,5760,5028.0,20.0,20.0
"2008-04-15 19:23:40,172",1,40,10,5760,5028.0,20.0,20.0,14,40,10,5160,5292.0,20.0,20.0
"2008-04-15 19:24:20,163",1,40,10,5160,5292.0,20.0,20.0,14,40,10,5220,5304.0,25.0,25.0
"2008-04-15 19:25:00,159",1,40,10,5220,5304.0,25.0,25.0,14,40,10,4860,5148.0,24.0,24.0
"2008-04-15 19:25:40,164",1,40,10,4860,5148.0,24.0,24.0,14,40,10,4560,4992.0,32.0,32.0
"2008-04-15 19:26:20,171",1,40,10,4560,4992.0,32.0,32.0,14,40,10,4680,4740.0,30.0,30.0
"2008-04-15 19:27:00,169",1,40,10,4680,4740.0,30.0,30.0,14,40,10,4020,4500.0,30.0,30.0
"2008-04-15 19:27:40,164",1,40,10,4020,4500.0,30.0,30.0,14,40,10,3660,4104.0,31.0,31.0
"2008-04-15 19:28:20,168",1,40,10,3660,4104.0,31.0,31.0,14,40,10,4260,3888.0,27.0,27.0
"2008-04-15 19:29:00,163",1,40,10,4260,3888.0,27.0,27.0,14,40,10,5100,4332.0,25.0,25.0
"2008-04-15 19:29:40,160",1,40,10,5100,4332.0,25.0,25.0,14,40,10,4920,4872.0,25.0,25.0
"2008-04-15 19:30:20,163",1,40,10,4920,4872.0,25.0,25.0,14,40,10,4320,4836.0,30.0,30.0
"2008-04-15 19:31:00,159",1,40,10,4320,4836.0,30.0,30.0,14,40,10,4500,4500.0,31.0,31.0
"2008-04-15 19:31:40,162",1,40,10,4500,4500.0,31.0,31.0,14,40,10,4260,4332.0,32.0,32.0
"2008-04-15 19:32:20,160",1,40,10,4260,4332.0,32.0,32.0,14,40,10,4200,4284.0,32.0,32.0
"2008-04-15 19:33:00,168",1,40,10,4200,4284.0,32.0,32.0,14,40,10,4020,4128.0,27.0,27.0
"2008-04-15 19:33:40,156",1,40,10,4020,4128.0,27.0,27.0,14,40,10,3480,3888.0,37.0,37.0
"2008-04-15 19:34:20,162",1,40,10,3480,3888.0,37.0,37.0,14,40,10,4140,3804.0,33.0,33.0
"2008-04-15 19:35:00,166",1,40,10,4140,3804.0,33.0,33.0,14,40,10,4920,4260.0,25.0,25.0
"2008-04-15 19:35:40,159",1,40,10,4920,4260.0,25.0,25.0,14,40,10,4440,4656.0,29.0,29.0
"2008-04-15 19:36:20,165",1,40,10,4440,4656.0,29.0,29.0,14,40,10,4440,4656.0,29.0,29.0
"2008-04-15 19:37:00,168",1,40,10,4440,4656.0,29.0,29.0,14,40,10,4380,4704.0,29.0,29.0
"2008-04-15 19:37:40,170",1,40,10,4380,4704.0,29.0,29.0,14,40,10,4440,4416.0,31.0,31.0
"2008-04-15 19:38:20,166",1,40,10,4440,4416.0,31.0,31.0,14,40,10,5100,4512.0,23.0,23.0
"2008-04-15 19:39:00,164",1,40,10,5100,4512.0,23.0,23.0,14,40,10,5160,4896.0,21.0,21.0
"2008-04-15 19:39:40,169",1,40,10,5160,4896.0,21.0,21.0,14,40,10,4980,5112.0,22.0,22.0
"2008-04-15 19:40:20,165",1,40,10,4980,5112.0,22.0,22.0,14,40,10,4800,5052.0,26.0,26.0
"2008-04-15 19:41:00,160",1,40,10,4800,5052.0,26.0,26.0,14,40,10,4620,4884.0,33.0,33.0
"2008-04-15 19:41:40,163",1,40,10,4620,4884.0,33.0,33.0,14,40,10,4620,4716.0,36.0,36.0
"2008-04-15 19:42:20,160",1,40,10,4620,4716.0,36.0,36.0,14,40,10,4500,4620.0,30.0,30.0
"2008-04-15 19:43:00,166",1,40,10,4500,4620.0,30.0,30.0,14,40,10,4560,4572.0,32.0,32.0
"2008-04-15 19:43:40,160",1,40,10,4560,4572.0,32.0,32.0,14,40,10,4200,4452.0,35.0,35.0
"2008-04-15 19:44:20,164",1,40,10,4200,4452.0,35.0,35.0,14,40,10,3900,4164.0,39.0,39.0
"2008-04-15 19:45:00,162",1,40,10,3900,4164.0,39.0,39.0,14,40,10,4380,4044.0,31.0,31.0
"2008-04-15 19:45:40,169",1,40,10,4380,4044.0,31.0,31.0,14,40,10,4860,4392.0,25.0,25.0
"2008-04-15 19:46:20,163",1,40,10,4860,4392.0,25.0,25.0,14,40,10,5280,4944.0,27.0,27.0
"2008-04-15 19:47:00,156",1,40,10,5280,4944.0,27.0,27.0,14,40,10,5280,5292.0,28.0,28.0
"2008-04-15 19:47:40,164",1,40,10,5280,5292.0,28.0,28.0,14,40,10,4440,5100.0,30.0,30.0
"2008-04-15 19:48:20,161",1,40,10,4440,5100.0,30.0,30.0,14,40,10,4500,4668.0,27.0,27.0
"2008-04-15 19:49:00,165",1,40,10,4500,4668.0,27.0,27.0,14,40,10,4740,4524.0,29.0,29.0
"2008-04-15 19:49:40,159",1,40,10,4740,4524.0,29.0,29.0,14,40,10,4740,4668.0,28.0,28.0
"2008-04-15 19:50:20,162",1,40,10,4740,4668.0,28.0,28.0,14,40,10,5280,4884.0,29.0,29.0
"2008-04-15 19:51:00,168",1,40,10,5280,4884.0,29.0,29.0,14,40,10,5340,5124.0,29.0,29.0
"2008-04-15 19:51:40,162",1,40,10,5340,5124.0,29.0,29.0,14,40,10,4980,5184.0,31.0,31.0
"2008-04-15 19:52:20,166",1,40,10,4980,5184.0,31.0,31.0,14,40,10,5100,5076.0,27.0,27.0
"2008-04-15 19:53:00,171",1,40,10,5100,5076.0,27.0,27.0,14,40,10,4980,5016.0,24.0,24.0
"2008-04-15 19:53:40,160",1,40,10,4980,5016.0,24.0,24.0,14,40,10,5280,5100.0,24.0,24.0
"2008-04-15 19:54:20,165",1,40,10,5280,5100.0,24.0,24.0,14,40,10,5700,5304.0,26.0,26.0
"2008-04-15 19:55:00,171",1,40,10,5700,5304.0,26.0,26.0,14,40,10,5700,5580.0,27.0,27.0
"2008-04-15 19:55:40,171",1,40,10,5700,5580.0,27.0,27.0,14,40,10,5520,5640.0,27.0,27.0
"2008-04-15 19:56:20,158",1,40,10,5520,5640.0,27.0,27.0,14,40,10,5280,5472.0,26.0,26.0
"2008-04-15 19:57:00,166",1,40,10,5280,5472.0,26.0,26.0,14,40,10,4920,5196.0,28.0,28.0
"2008-04-15 19:57:40,164",1,40,10,4920,5196.0,28.0,28.0,14,40,10,4500,4824.0,28.0,28.0
"2008-04-15 19:58:20,156",1,40,10,4500,4824.0,28.0,28.0,14,40,10,5160,4752.0,20.0,20.0
"2008-04-15 19:59:00,162",1,40,10,5160,4752.0,20.0,20.0,14,40,10,5040,4896.0,18.0,18.0
"2008-04-15 19:59:40,164",1,40,10,5040,4896.0,18.0,18.0,14,40,10,5100,5052.0,19.0,19.0
"2008-04-15 20:00:20,168",1,40,10,5100,5052.0,19.0,19.0,14,40,10,5340,5076.0,22.0,22.0
"2008-04-15 20:01:00,163",1,40,10,5340,5076.0,22.0,22.0,14,40,10,5460,5280.0,29.0,29.0
"2008-04-15 20:01:40,169",1,40,10,5460,5280.0,29.0,29.0,14,40,10,5040,5316.0,25.0,25.0
"2008-04-15 20:02:20,171",1,40,10,5040,5316.0,25.0,25.0,14,40,10,4680,5064.0,27.0,27.0
"2008-04-15 20:03:00,163",1,40,10,4680,5064.0,27.0,27.0,14,40,10,4740,4800.0,30.0,30.0
"2008-04-15 20:03:40,169",1,40,10,4740,4800.0,30.0,30.0,14,40,10,4620,4680.0,28.0,28.0
"2008-04-15 20:04:20,170",1,40,10,4620,4680.0,28.0,28.0,14,40,10,4740,4704.0,27.0,27.0
"2008-04-15 20:05:00,164",1,40,10,4740,4704.0,27.0,27.0,14,40,10,4200,4536.0,29.0,29.0
"2008-04-15 20:05:40,167",1,40,10,4200,4536.0,29.0,29.0,14,40,10,4440,4392.0,27.0,27.0
"2008-04-15 20:06:20,168",1,40,10,4440,4392.0,27.0,27.0,14,40,10,4140,4260.0,24.0,24.0
"2008-04-15 20:07:00,172",1,40,10,4140,4260.0,24.0,24.0,14,40,10,4620,4368.0,25.0,25.0
"2008-04-15 20:07:40,166",1,40,10,4620,4368.0,25.0,25.0,14,40,10,5220,4668.0,27.0,27.0
"2008-04-15 20:08:20,170",1,40,10,5220,4668.0,27.0,27.0,14,40,10,4500,4848.0,27.0,27.0
"2008-04-15 20:09:00,168",1,40,10,4500,4848.0,27.0,27.0,14,40,10,4620,4704.0,28.0,28.0
"2008-04-15 20:09:40,163",1,40,10,4620,4704.0,28.0,28.0,14,40,10,4560,4548.0,23.0,23.0
"2008-04-15 20:10:20,165",1,40,10,4560,4548.0,23.0,23.0,14,40,10,4740,4632.0,25.0,25.0
"2008-04-15 20:11:00,169",1,40,10,4740,4632.0,25.0,25.0,14,40,10,4980,4716.0,24.0,24.0
"2008-04-15 20:11:40,161",1,40,10,4980,4716.0,24.0,24.0,14,40,10,4500,4740.0,19.0,19.0
"2008-04-15 20:12:20,164",1,40,10,4500,4740.0,19.0,19.0,14,40,10,4380,4548.0,18.0,18.0
"2008-04-15 20:13:00,162",0,40,10,4380,4548.0,18.0,18.0,14,40,10,5280,4656.0,22.0,22.0
"2008-04-15 20:13:40,163",0,40,10,5280,4656.0,22.0,22.0,14,40,10,5460,5100.0,22.0,22.0
"2008-04-15 20:14:20,158",1,40,10,5460,5100.0,22.0,22.0,14,40,10,5640,5496.0,20.0,20.0
"2008-04-15 20:15:00,159",1,40,10,5640,5496.0,20.0,20.0,14,40,10,4560,5280.0,18.0,18.0
"2008-04-15 20:15:40,163",1,40,10,4560,5280.0,18.0,18.0,14,40,10,4980,4896.0,22.0,22.0
"2008-04-15 20:16:20,162",1,40,10,4980,4896.0,22.0,22.0,14,40,10,5580,4944.0,21.0,21.0
"2008-04-15 20:17:00,166",1,40,10,5580,4944.0,21.0,21.0,14,40,10,5460,5340.0,17.0,17.0
"2008-04-15 20:17:40,170",1,40,10,5460,5340.0,17.0,17.0,14,40,10,5400,5436.0,17.0,17.0
"2008-04-15 20:18:20,174",1,40,10,5400,5436.0,17.0,17.0,14,40,10,5280,5316.0,15.0,15.0
"2008-04-15 20:19:00,166",0,40,10,5280,5316.0,15.0,15.0,14,40,10,5220,5208.0,14.0,14.0
"2008-04-15 20:19:40,166",0,40,10,5220,5208.0,14.0,14.0,14,40,10,5040,5124.0,16.0,16.0
"2008-04-15 20:20:20,171",0,40,10,5040,5124.0,16.0,16.0,14,40,13,5400,5148.0,18.0,18.0
"2008-04-15 20:21:00,163",0,40,13,5400,5148.0,18.0,18.0,14,40,10,5040,5148.0,18.0,18.0
"2008-04-15 20:21:40,165",0,40,10,5040,5148.0,18.0,18.0,14,40,10,4620,4968.0,15.0,15.0
"2008-04-15 20:22:20,170",0,40,10,4620,4968.0,15.0,15.0,14,40,10,4260,4560.0,12.0,12.0
"2008-04-15 20:23:00,156",0,40,10,4260,4560.0,12.0,12.0,14,40,10,4740,4440.0,13.0,13.0
"2008-04-15 20:23:40,157",0,40,10,4740,4440.0,13.0,13.0,14,40,13,5280,4680.0,16.0,16.0
"2008-04-15 20:24:20,165",0,40,13,5280,4680.0,16.0,16.0,14,40,19,5280,5064.0,15.0,15.0
"2008-04-15 20:25:00,169",0,40,19,5280,5064.0,15.0,15.0,14,40,28,4680,5124.0,12.0,12.0
"2008-04-15 20:25:40,165",0,40,28,4680,5124.0,12.0,12.0,14,120,120,4500,4872.0,10.0,10.0
